Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",AntoineKualaLumpur,43387,"This place is tragic. Yes the view is great, but the service is rubbish. We were there on a Sunday night and it was not busy, yet it's hard to point out areas for growth as this place just needs to re visit the basics altogether. There is no attention to detail nor proactive approach to customer service. Our waitress looked like she was being punished. The only thing that was properly done was the billing and for 150$ per person, this should be something else. Never again.",1,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",landyeng8,43309,Want a sensational view? Want tasty bites and entrees? Want designer cocktai,5,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",MiaTraveler2013,43300,The view is just beyond amazing of the Sands Hotel (which is the iconic picture everyone see's when looking up singapore,4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",kitjabberwocky,43174,"we were hosting some performers and needed a place that allowed us to make reservations for big groups. we called in last min for 18 pax, and had to change our time last minute because of some delays. last order for food was supposed to be 2230, so we called ahead to place some food orders. but because the steaks we ordered needed to be served just at the right time, the manager Shawn asked the kitchen to stay open a while longer. the drinks were fantastic as well and we all had an amazing time. i’d like to thank the team for making our evening extra special by going the extra mile.",5,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",78maxig,43064,we had one glass of the red housewine which was recommended to us and we all felt sick the day after. Either the wine was old or just not good at all. will never come back.,1,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Himcream2015,42988,"Personally, I like this place for it's location and view. I have been visiting this place after office drinks. Last time, I visited this place for dinner/drinks with friends. Honestly, dinner was disappointing. Very limited options and food portion was tiny compared to their pric ",3,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",P873TAdavidt,42973,~I'd called ahead for a reservation 6pm Sat but it wasn't crowded at this time. they called me to ask if it was for drinks or dinner and acknowledged they'd setup for drin,2,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",the_larb,42967,Some amazing view especially at sunset when the city changes so quickl,3,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",StevenJackson2016,42964,"We had a beautiful evening with a family of four, enjoying a few drinks and the view. However, the food is severely overpriced and just serves as an appetizer to have more drinks. Many other rooftop bars are difficult to get in without reservation. So, if you are looking for a nice rooftop bar to relax after a long day, have a drink and enjoy the view and the open air music in front of Esplanade, then stop by and give it a try. It served us much better than its tripadvisor rating suggested.",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",SingWeiss,42947,We made a reservation to have dinner here so an out-of-town guest could see the NDP rehearsals. We should have just gone up and watched for free as this place was terribl,1,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",aubrey52,42896,"Great view great opportunity but tired and worn out furniture fixtures and food - expensive rubbish. The only good thing on the menu (the menu itself was a shock with dirty hardboard covers held together by twine) was the sparkling water - lamb with black salt sounded good but it was desperately far from good - tasteless over cooked cutlets, limp oily cold red pepper, tasteless pumpkin purée, and vinegary red onion amount to a dish I really I wish to forget. My partners pasta could have been better cooked by my 14 yr old daughter - Orgo please stop resting on your great location and wake up - there are so many better food offerings within a stones throw of here. Time for a refresh for sure. Not worth a visit ",1,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",TonyDPg,42884,"Although a long way from the nearest MRT (a long way...!) the view from the roof at Theatres by the Bay is great, taking in Marina Bay Sands, the Fullerton, city skyline and around to the Duri ",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Jim M,42862,Different view of the Bay with a good cocktail list but more limited menu that could use some sprucing up. Some seating indoors and some outside. Lighting dark for views but a bit tough for seeing the food.  Service spotty in two visits there.,3,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",cryptofreak,42813,This has become one of my favourite bars in Singapore. Great views at night and thoughtful service staff. Makes a great place for chatting.,4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Apryl L,42808,"I suggest making a reservation at around 6.45 to 7pm. Though sunset is on the other side of the esplanade building, the view is still stunning nonetheles ",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",ROsemary6_13,42796,Visited with some friends in January for a couple of drinks. Had the most delicious cocktails and the view was amazing. The place has a classy but relaxed atmosphere and it was a perfect place to chill with friends. I will go back next time I visit Singapore for sure.,4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",cncan11,42782,We went here for an anniversary dinner and had a wonderful time. We really enjoyed our martinis and food and the views were incredible. Very cozy atmosphere giving you a great view of the Singapore skyline. Would highly recommend!,5,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",NipunM378,42752,Perfect for couples. Highly recommended for the view and drinks .The service is good too but the food is just about  average .,4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Neonbible1101,42725,"Even though it's on the top floor of the 'Esplanade' theatre building, this place is still quite intima ",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Travellerkatew,42715,"The bar is not only funky with a mixologist bar tender, it has the most incredible views over the city. The view to Marina Bay Sands is stunning and back to The Fullerton is just as grand.",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Harin P,42710,"Pleasantly surprised with the staff. They were told it's my birthday and they surprised me by having a pastry nicely played for me, free of charge
Of course the views are amazing and a nice place to spend an evening with your spouse",4,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Travellkm,42689,Horrendous experience overal,1,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",dany k,42661,"Good VIew, nice Drinks, nice selection of music and good atmosphe ",5,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Valeerye,42645,"Was there for my 21st Birthday. Wasn't very impressed. Food was below average but I have to agree that we do have a perfect view. Limited food choices on menu. Extensive drinks menu. Expected much more. 

Would not go back again.",2,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",Hervé D,42623,Nice view and really friendly service. That s all. The coktails are pricey without flavour...except the bill. More icecubes than alcohol...other alternative i think,2,,,,,,
Orgo Bar and Restaurant,"8 Raffles Avenue #04-01 Esplanade Mall Roof Terrace, The Esplanade, Singapore 039802 Singapore",CarolD448,42609,"Last night my family dined at Orgo before attending the opera. We were seated outside which normally would be welcomed at a place with such beautiful views of the CBD area but yesterday was the first day that the haze was over 200. So not such a nice place to be seated. Our daughters ordered three appetizers to share as they were not terribly hungry and my husband and I each ordered a main. The table/chair combo would be great for cocktails and nibbles but the chair was very low and deep (it needed a pillow for the back) so difficult for dinner. The rooftop had metal plates which were covered with an ""astroturf"" for lack of a better word. Every time someone stepped on the metal plate that part of my chair was on my chair moved which I found very disconcerting, a bit like having someone kick your seat on an airplane. I got over it but it was an annoyance. The appetizers were tapas and beautifully presented. The hummus needed a few more of the flat crisps to eat it with and the staff brought more promptly after we asked. The bruschetta was served on stale small breads and didn't win anyone over. The meatballs were, well, only two for $12 and the worst value on the menu! Honestly, a $6 meatball??? Ridiculous. It has a garlic toast on the side, made with the same stale bread from bruschetta. We saw others order the paella which was well sized and looked wonderful. My husband had the cod curry which was lovely but smallish for $40. I had the lamb which the server did not ask how I wanted cooked (it came perfectly cooked, medium rare) and was very tasty. After we called for the check, the waiter asked to see our tickets for the opera as they offer a 10% discount for dinner if you are attending an event in the Esplanade (I had noted this in my reservation request). It was such a pleasant surprise to have them offer the discoun ",3,,,,,,
